"시설명","지점명","날짜","시간","PM10단위","PM10기준치","PM10측정값","PM10측정기","PM10D/L","CO2단위","CO2기준치","CO2측정값","CO2측정기","CO2D/L","CO단위","CO기준치","CO측정값","CO측정기","COD/L","NO2단위","NO2기준치","NO2측정값","NO2측정기","NO2D/L"
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-24","","㎍/㎥","150","23","정상","","ppm","1000","570","정상","","ppm","10","0.6","정상","","ppm","0.05","0.026","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-24","","㎍/㎥","150","58","정상","","ppm","1000","556","정상","","ppm","10","0.8","정상","","ppm","0.05","0.024","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-24","","㎍/㎥","150","40","정상","","ppm","1000","683","정상","","ppm","10","0.6","정상","","ppm","0.05","0.031","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-23","","㎍/㎥","150","13","정상","","ppm","1000","576","정상","","ppm","10","0.5","정상","","ppm","0.05","0.026","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-23","","㎍/㎥","150","46","정상","","ppm","1000","545","정상","","ppm","10","0.6","정상","","ppm","0.05","0.024","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-23","","㎍/㎥","150","31","정상","","ppm","1000","699","정상","","ppm","10","0.5","정상","","ppm","0.05","0.031","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-23","","㎍/㎥","150","16","정상","","ppm","1000","406","정상","","ppm","10","0.6","정상","","ppm","0.05","0.032","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-22","","㎍/㎥","150","35","정상","","ppm","1000","421","정상","","ppm","10","0.8","정상","","ppm","0.05","0.037","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-22","","㎍/㎥","150","47","정상","","ppm","1000","713","정상","","ppm","10","0.7","정상","","ppm","0.05","0.037","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-22","","㎍/㎥","150","24","정상","","ppm","1000","579","정상","","ppm","10","0.6","정상","","ppm","0.05","0.029","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-22","","㎍/㎥","150","43","정상","","ppm","1000","506","정상","","ppm","10","0.7","정상","","ppm","0.05","0.027","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-21","","㎍/㎥","150","58","정상","","ppm","1000","789","정상","","ppm","10","0.9","정상","","ppm","0.05","0.04","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-21","","㎍/㎥","150","58","정상","","ppm","1000","565","정상","","ppm","10","1.1","정상","","ppm","0.05","0.039","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-21","","㎍/㎥","150","52","정상","","ppm","1000","442","정상","","ppm","10","1.1","정상","","ppm","0.05","0.045","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-21","","㎍/㎥","150","39","정상","","ppm","1000","664","정상","","ppm","10","0.9","정상","","ppm","0.05","0.036","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-20","","㎍/㎥","150","54","정상","","ppm","1000","583","정상","","ppm","10","1","정상","","ppm","0.05","0.042","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-20","","㎍/㎥","150","46","정상","","ppm","1000","768","정상","","ppm","10","0.7","정상","","ppm","0.05","0.031","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-20","","㎍/㎥","150","30","정상","","ppm","1000","660","정상","","ppm","10","0.9","정상","","ppm","0.05","0.033","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-20","","㎍/㎥","150","41","정상","","ppm","1000","449","정상","","ppm","10","0.9","정상","","ppm","0.05","0.04","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-19","","㎍/㎥","150","31","정상","","ppm","1000","684","정상","","ppm","10","0.5","정상","","ppm","0.05","0.038","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-19","","㎍/㎥","150","16","정상","","ppm","1000","572","정상","","ppm","10","0.5","정상","","ppm","0.05","0.024","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-19","","㎍/㎥","150","21","정상","","ppm","1000","406","정상","","ppm","10","0.6","정상","","ppm","0.05","0.031","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-19","","㎍/㎥","150","45","정상","","ppm","1000","558","정상","","ppm","10","0.7","정상","","ppm","0.05","0.025","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-18","","㎍/㎥","150","14","정상","","ppm","1000","545","정상","","ppm","10","0.4","정상","","ppm","0.05","0.024","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-18","","㎍/㎥","150","21","정상","","ppm","1000","202","정상","","ppm","10","0.3","정상","","ppm","0.05","0.03","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-18","","㎍/㎥","150","35","정상","","ppm","1000","681","정상","","ppm","10","0.5","정상","","ppm","0.05","0.035","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-18","","㎍/㎥","150","58","정상","","ppm","1000","578","정상","","ppm","10","0.6","정상","","ppm","0.05","0.024","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-17","","㎍/㎥","150","26","정상","","ppm","1000","0","정상","","ppm","10","0","정상","","ppm","0.05","0.038","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-17","","㎍/㎥","150","47","정상","","ppm","1000","568","정상","","ppm","10","1","정상","","ppm","0.05","0.031","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-17","","㎍/㎥","150","44","정상","","ppm","1000","744","정상","","ppm","10","0.6","정상","","ppm","0.05","0.031","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-17","","㎍/㎥","150","26","정상","","ppm","1000","614","정상","","ppm","10","0.7","정상","","ppm","0.05","0.029","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-16","","㎍/㎥","150","42","정상","","ppm","1000","714","정상","","ppm","10","0.7","정상","","ppm","0.05","0.038","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-16","","㎍/㎥","150","31","정상","","ppm","1000","599","정상","","ppm","10","0.6","정상","","ppm","0.05","0.03","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-16","","㎍/㎥","150","38","정상","","ppm","1000","9","정상","","ppm","10","0.4","정상","","ppm","0.05","0.036","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-16","","㎍/㎥","150","49","정상","","ppm","1000","581","정상","","ppm","10","1","정상","","ppm","0.05","0.028","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-15","","㎍/㎥","150","40","정상","","ppm","1000","518","정상","","ppm","10","0.6","정상","","ppm","0.05","0.033","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-15","","㎍/㎥","150","29","정상","","ppm","1000","670","정상","","ppm","10","0.5","정상","","ppm","0.05","0.027","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-15","","㎍/㎥","150","32","정상","","ppm","1000","677","정상","","ppm","10","0.4","정상","","ppm","0.05","0.026","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-15","","㎍/㎥","150","26","정상","","ppm","1000","13","정상","","ppm","10","0.6","정상","","ppm","0.05","0.036","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-14","","㎍/㎥","150","28","정상","","ppm","1000","887","정상","","ppm","10","0.5","정상","","ppm","0.05","0.034","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-14","","㎍/㎥","150","43","정상","","ppm","1000","582","정상","","ppm","10","0.7","정상","","ppm","0.05","0.035","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-14","","㎍/㎥","150","19","정상","","ppm","1000","667","정상","","ppm","10","0.6","정상","","ppm","0.05","0.031","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-14","","㎍/㎥","150","22","정상","","ppm","1000","21","정상","","ppm","10","0.6","정상","","ppm","0.05","0.039","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-13","","㎍/㎥","150","54","정상","","ppm","1000","577","정상","","ppm","10","0.7","정상","","ppm","0.05","0.031","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-13","","㎍/㎥","150","17","정상","","ppm","1000","597","정상","","ppm","10","0.5","정상","","ppm","0.05","0.031","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-13","","㎍/㎥","150","31","정상","","ppm","1000","701","정상","","ppm","10","0.6","정상","","ppm","0.05","0.046","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-13","","㎍/㎥","150","22","정상","","ppm","1000","142","정상","","ppm","10","0.5","정상","","ppm","0.05","0.038","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-11-03","","㎍/㎥","150","47","정상","","ppm","1000","666","정상","","ppm","10","1.2","정상","","ppm","0.05","0.055","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-11-03","","㎍/㎥","150","79","정상","","ppm","1000","766","정상","","ppm","10","0.9","정상","","ppm","0.05","0.053","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-11-03","","㎍/㎥","150","76","정상","","ppm","1000","613","정상","","ppm","10","1.2","정상","","ppm","0.05","0.048","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-11-03","","㎍/㎥","150","73","정상","","ppm","1000","461","정상","","ppm","10","1.1","정상","","ppm","0.05","0.066","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-31","","㎍/㎥","150","60","정상","","ppm","1000","540","정상","","ppm","10","0.6","정상","","ppm","0.05","0.026","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-31","","㎍/㎥","150","35","정상","","ppm","1000","431","정상","","ppm","10","0.5","정상","","ppm","0.05","0.038","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-31","","㎍/㎥","150","42","정상","","ppm","1000","700","정상","","ppm","10","0.4","정상","","ppm","0.05","0.027","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-31","","㎍/㎥","150","28","정상","","ppm","1000","621","정상","","ppm","10","0.6","정상","","ppm","0.05","0.031","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-30","","㎍/㎥","150","48","정상","","ppm","1000","699","정상","","ppm","10","0.3","정상","","ppm","0.05","0.025","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-30","","㎍/㎥","150","100","정상","","ppm","1000","583","정상","","ppm","10","0.5","정상","","ppm","0.05","0.02","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-30","","㎍/㎥","150","24","정상","","ppm","1000","595","정상","","ppm","10","0.5","정상","","ppm","0.05","0.028","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-30","","㎍/㎥","150","34","정상","","ppm","1000","420","정상","","ppm","10","0.5","정상","","ppm","0.05","0.034","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-29","","㎍/㎥","150","40","정상","","ppm","1000","622","정상","","ppm","10","0.4","정상","","ppm","0.05","0.031","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-29","","㎍/㎥","150","32","정상","","ppm","1000","424","정상","","ppm","10","0.5","정상","","ppm","0.05","0.04","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-29","","㎍/㎥","150","25","정상","","ppm","1000","598","정상","","ppm","10","0.6","정상","","ppm","0.05","0.034","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-12","","㎍/㎥","150","55","정상","","ppm","1000","622","정상","","ppm","10","1.8","정상","","ppm","0.05","0.024","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-11","","㎍/㎥","150","46","정상","","ppm","1000","461","정상","","ppm","10","2.2","정상","","ppm","0.05","0.035","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-11","","㎍/㎥","150","27","정상","","ppm","1000","470","정상","","ppm","10","0.7","정상","","ppm","0.05","0.03","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-11","","㎍/㎥","150","53","정상","","ppm","1000","530","정상","","ppm","10","1.9","정상","","ppm","0.05","0.027","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-11","","㎍/㎥","150","7","정상","","ppm","1000","494","정상","","ppm","10","2","정상","","ppm","0.05","0.031","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-10","","㎍/㎥","150","56","정상","","ppm","1000","579","정상","","ppm","10","2.3","정상","","ppm","0.05","0.03","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-10","","㎍/㎥","150","30","정상","","ppm","1000","494","정상","","ppm","10","0.7","정상","","ppm","0.05","0.043","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-10","","㎍/㎥","150","49","정상","","ppm","1000","466","정상","","ppm","10","2.4","정상","","ppm","0.05","0.044","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-10","","㎍/㎥","150","18","정상","","ppm","1000","517","정상","","ppm","10","2.2","정상","","ppm","0.05","0.038","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-09","","㎍/㎥","150","31","정상","","ppm","1000","502","정상","","ppm","10","0.7","정상","","ppm","0.05","0.034","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-09","","㎍/㎥","150","62","정상","","ppm","1000","595","정상","","ppm","10","1.9","정상","","ppm","0.05","0.029","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-09","","㎍/㎥","150","50","정상","","ppm","1000","461","정상","","ppm","10","2.1","정상","","ppm","0.05","0.037","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-09","","㎍/㎥","150","31","정상","","ppm","1000","577","정상","","ppm","10","2.2","정상","","ppm","0.05","0.04","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-08","","㎍/㎥","150","39","정상","","ppm","1000","524","정상","","ppm","10","1.6","정상","","ppm","0.05","0.036","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-08","","㎍/㎥","150","30","정상","","ppm","1000","562","정상","","ppm","10","2.8","정상","","ppm","0.05","0.058","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-08","","㎍/㎥","150","87","정상","","ppm","1000","500","정상","","ppm","10","2.9","정상","","ppm","0.05","0.062","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-08","","㎍/㎥","150","69","정상","","ppm","1000","617","정상","","ppm","10","4","정상","","ppm","0.05","0.047","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-07","","㎍/㎥","150","33","정상","","ppm","1000","487","정상","","ppm","10","2.5","정상","","ppm","0.05","0.053","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-07","","㎍/㎥","150","60","정상","","ppm","1000","564","정상","","ppm","10","4.3","정상","","ppm","0.05","0.04","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-07","","㎍/㎥","150","34","정상","","ppm","1000","486","정상","","ppm","10","2.5","정상","","ppm","0.05","0.051","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-07","","㎍/㎥","150","68","정상","","ppm","1000","465","정상","","ppm","10","2.7","정상","","ppm","0.05","0.062","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-06","","㎍/㎥","150","49","정상","","ppm","1000","498","정상","","ppm","10","2.5","정상","","ppm","0.05","0.066","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-06","","㎍/㎥","150","35","정상","","ppm","1000","630","정상","","ppm","10","3.5","정상","","ppm","0.05","0.043","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-06","","㎍/㎥","150","21","정상","","ppm","1000","561","정상","","ppm","10","2.5","정상","","ppm","0.05","0.056","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-06","","㎍/㎥","150","36","정상","","ppm","1000","545","정상","","ppm","10","2","정상","","ppm","0.05","0.056","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-05","","㎍/㎥","150","23","정상","","ppm","1000","653","정상","","ppm","10","1.4","정상","","ppm","0.05","0.033","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-05","","㎍/㎥","150","31","정상","","ppm","1000","549","정상","","ppm","10","2.3","정상","","ppm","0.05","0.051","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-05","","㎍/㎥","150","33","정상","","ppm","1000","490","정상","","ppm","10","2.2","정상","","ppm","0.05","0.058","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-05","","㎍/㎥","150","35","정상","","ppm","1000","525","정상","","ppm","10","1.3","정상","","ppm","0.05","0.051","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-04","","㎍/㎥","150","34","정상","","ppm","1000","524","정상","","ppm","10","1.8","정상","","ppm","0.05","0.036","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-04","","㎍/㎥","150","30","정상","","ppm","1000","517","정상","","ppm","10","0.7","정상","","ppm","0.05","0.035","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-04","","㎍/㎥","150","17","정상","","ppm","1000","473","정상","","ppm","10","1.9","정상","","ppm","0.05","0.047","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-04","","㎍/㎥","150","30","정상","","ppm","1000","584","정상","","ppm","10","0.5","정상","","ppm","0.05","0.024","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-03","","㎍/㎥","150","24","정상","","ppm","1000","506","정상","","ppm","10","2.3","정상","","ppm","0.05","0.047","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-03","","㎍/㎥","150","30","정상","","ppm","1000","454","정상","","ppm","10","2.5","정상","","ppm","0.05","0.043","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-03","","㎍/㎥","150","38","정상","","ppm","1000","493","정상","","ppm","10","1.9","정상","","ppm","0.05","0.033","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-03","","㎍/㎥","150","40","정상","","ppm","1000","574","정상","","ppm","10","1.1","정상","","ppm","0.05","0.03","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-02","","㎍/㎥","150","31","정상","","ppm","1000","487","정상","","ppm","10","1","정상","","ppm","0.05","0.031","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-02","","㎍/㎥","150","57","정상","","ppm","1000","472","정상","","ppm","10","2.3","정상","","ppm","0.05","0.041","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-02","","㎍/㎥","150","56","정상","","ppm","1000","630","정상","","ppm","10","0.9","정상","","ppm","0.05","0.03","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-02","","㎍/㎥","150","10","정상","","ppm","1000","513","정상","","ppm","10","2.2","정상","","ppm","0.05","0.042","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-10-01","","㎍/㎥","150","46","정상","","ppm","1000","428","정상","","ppm","10","2.7","정상","","ppm","0.05","0.037","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-10-01","","㎍/㎥","150","26","정상","","ppm","1000","448","정상","","ppm","10","1.5","정상","","ppm","0.05","0.034","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-10-01","","㎍/㎥","150","14","정상","","ppm","1000","430","정상","","ppm","10","2.4","정상","","ppm","0.05","0.032","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-10-01","","㎍/㎥","150","53","정상","","ppm","1000","533","정상","","ppm","10","1.5","정상","","ppm","0.05","0.09","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-30","","㎍/㎥","150","50","정상","","ppm","1000","577","정상","","ppm","10","0.8","정상","","ppm","0.05","0.034","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-30","","㎍/㎥","150","35","정상","","ppm","1000","465","정상","","ppm","10","2.5","정상","","ppm","0.05","0.045","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-30","","㎍/㎥","150","16","정상","","ppm","1000","482","정상","","ppm","10","2.1","정상","","ppm","0.05","0.037","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-30","","㎍/㎥","150","34","정상","","ppm","1000","507","정상","","ppm","10","0.9","정상","","ppm","0.05","0.047","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-29","","㎍/㎥","150","16","정상","","ppm","1000","471","정상","","ppm","10","1.9","정상","","ppm","0.05","0.029","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-29","","㎍/㎥","150","35","정상","","ppm","1000","477","정상","","ppm","10","0.7","정상","","ppm","0.05","0.046","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-29","","㎍/㎥","150","11","정상","","ppm","1000","451","정상","","ppm","10","2.3","정상","","ppm","0.05","0.042","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-29","","㎍/㎥","150","41","정상","","ppm","1000","529","정상","","ppm","10","0.5","정상","","ppm","0.05","0.031","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-28","","㎍/㎥","150","22","정상","","ppm","1000","537","정상","","ppm","10","0.5","정상","","ppm","0.05","0.038","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-28","","㎍/㎥","150","34","정상","","ppm","1000","481","정상","","ppm","10","0.7","정상","","ppm","0.05","0.05","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-28","","㎍/㎥","150","16","정상","","ppm","1000","495","정상","","ppm","10","2.1","정상","","ppm","0.05","0.041","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-28","","㎍/㎥","150","104","정상","","ppm","1000","466","정상","","ppm","10","2.4","정상","","ppm","0.05","0.054","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-27","","㎍/㎥","150","16","정상","","ppm","1000","517","정상","","ppm","10","0.5","정상","","ppm","0.05","0.04","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-27","","㎍/㎥","150","10","정상","","ppm","1000","475","정상","","ppm","10","2.2","정상","","ppm","0.05","0.043","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-27","","㎍/㎥","150","33","정상","","ppm","1000","469","정상","","ppm","10","0.7","정상","","ppm","0.05","0.044","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-27","","㎍/㎥","150","13","정상","","ppm","1000","459","정상","","ppm","10","2.4","정상","","ppm","0.05","0.05","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-26","","㎍/㎥","150","28","정상","","ppm","1000","451","정상","","ppm","10","3","정상","","ppm","0.05","0.054","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-26","","㎍/㎥","150","46","정상","","ppm","1000","453","정상","","ppm","10","1.8","정상","","ppm","0.05","0.046","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-26","","㎍/㎥","150","22","정상","","ppm","1000","447","정상","","ppm","10","2.7","정상","","ppm","0.05","0.047","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-26","","㎍/㎥","150","40","정상","","ppm","1000","461","정상","","ppm","10","1.5","정상","","ppm","0.05","0.043","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-25","","㎍/㎥","150","28","정상","","ppm","1000","464","정상","","ppm","10","3","정상","","ppm","0.05","0.067","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-25","","㎍/㎥","150","28","정상","","ppm","1000","472","정상","","ppm","10","2.8","정상","","ppm","0.05","0.056","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-25","","㎍/㎥","150","38","정상","","ppm","1000","480","정상","","ppm","10","1.7","정상","","ppm","0.05","0.054","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-25","","㎍/㎥","150","65","정상","","ppm","1000","544","정상","","ppm","10","1.7","정상","","ppm","0.05","0.053","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-24","","㎍/㎥","150","41","정상","","ppm","1000","463","정상","","ppm","10","3.1","정상","","ppm","0.05","0.068","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-24","","㎍/㎥","150","29","정상","","ppm","1000","456","정상","","ppm","10","2.8","정상","","ppm","0.05","0.053","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-24","","㎍/㎥","150","70","정상","","ppm","1000","549","정상","","ppm","10","1.8","정상","","ppm","0.05","0.05","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-24","","㎍/㎥","150","41","정상","","ppm","1000","497","정상","","ppm","10","1.9","정상","","ppm","0.05","0.072","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-23","","㎍/㎥","150","39","정상","","ppm","1000","500","정상","","ppm","10","1.8","정상","","ppm","0.05","0.077","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-23","","㎍/㎥","150","29","정상","","ppm","1000","464","정상","","ppm","10","2.7","정상","","ppm","0.05","0.058","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-23","","㎍/㎥","150","74","정상","","ppm","1000","540","정상","","ppm","10","1.7","정상","","ppm","0.05","0.053","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-23","","㎍/㎥","150","39","정상","","ppm","1000","459","정상","","ppm","10","3","정상","","ppm","0.05","0.075","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-22","","㎍/㎥","150","43","정상","","ppm","1000","512","정상","","ppm","10","1.8","정상","","ppm","0.05","0.077","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-22","","㎍/㎥","150","85","정상","","ppm","1000","564","정상","","ppm","10","1.7","정상","","ppm","0.05","0.055","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-22","","㎍/㎥","150","53","정상","","ppm","1000","475","정상","","ppm","10","3","정상","","ppm","0.05","0.079","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-22","","㎍/㎥","150","32","정상","","ppm","1000","479","정상","","ppm","10","2.8","정상","","ppm","0.05","0.063","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2015-09-21","","㎍/㎥","150","16","정상","","ppm","1000","473","정상","","ppm","10","2.9","정상","","ppm","0.05","0.051","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-21","","㎍/㎥","150","45","정상","","ppm","1000","493","정상","","ppm","10","2.1","정상","","ppm","0.05","0.068","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-21","","㎍/㎥","150","87","정상","","ppm","1000","546","정상","","ppm","10","2","정상","","ppm","0.05","0.047","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-21","","㎍/㎥","150","75","정상","","ppm","1000","472","정상","","ppm","10","3.3","정상","","ppm","0.05","0.07","정상",""
"서울시청역 [지자체]","서울시청대합실","2015-09-20","","㎍/㎥","150","43","정상","","ppm","1000","441","정상","","ppm","10","2.1","정상","","ppm","0.05","0.035","정상",""
"서울충무로역 [지자체]","충무로역대합실","2015-09-20","","㎍/㎥","150","79","정상","","ppm","1000","449","정상","","ppm","10","2","정상","","ppm","0.05","0.039","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2015-09-20","","㎍/㎥","150","66","정상","","ppm","1000","447","정상","","ppm","10","3.2","정상","","ppm","0.05","0.057","정상",""
