"[AA]죄종별","죄종별","[BB]공범관계별","공범관계별","[Item]항목","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"06","특별경제범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","792","920","797","775","728","660","685","637","644","541",
"06","특별경제범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","28","16","23","12","13","13","19","14","15","6",
"06","특별경제범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","679","938","886","863","920","1033","970","1037","1055","707",
"06","특별경제범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","235","223","225","215","255","252","336","227","221","179",
"06","특별경제범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","130","172","138","176","161","154","147","147","164","115",
"06","특별경제범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","13210","13523","9171","9930","8922","8916","9987","11426","12933","10314",
"06","특별경제범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","29545","29807","28442","16692","12220","11102","21702","21345","20262",
"07","마약범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","5409","4731","5049","5264","6913","8443","8512","7677","9875","11630",
"07","마약범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","3210","2369","2788","2918","4562","5756","5715","4183","5077","5838",
"07","마약범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","1943","1852","1850","2031","2313","2484","2703","3860","4759",
"07","마약범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","23","26","48","29","42","23","41","46","97","96",
"07","마약범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","100","89","90","78","93","70","87","92","156","139",
"07","마약범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","49","73","82","95","93","126","165","104","162","199",
"07","마약범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","39","29","34","37","26","56","28","46","96","72",
"07","마약범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","4","4","2","","","1","-","4","4","3",
"07","마약범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","313","204","268","252","277","430","451","449","585","798",
"07","마약범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","154","92","146","147","179","169","159","198","269","256",
"07","마약범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","145","156","156","150","234","230","275","275","406","424",
"07","마약범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","1372","1270","1026","1062","1087","1208","1278","1489","2085","2772",
"07","마약범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","419","409","496","320","374","313","791","938","1033",
"08","보건범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","20445","19531","23046","22085","20721","21649","19130","16965","18024","21810",
"08","보건범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","12976","10474","13206","12233","13692","13684","12263","9559","10395","11758",
"08","보건범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","6853","7407","7299","5509","6568","5294","4504","4741","6271",
"08","보건범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","10","15","5","9","24","6","23","12","20","20",
"08","보건범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","2","-","1","-","3",
"08","보건범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","1859","1606","1875","1828","1525","1589","1355","1128","1350","1584",
"08","보건범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","150","238","257","277","220","203","206","176","156","160",
"08","보건범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","3","1","6","5","","","2","1","1","2",
"08","보건범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","81","75","94","93","95","111","115","77","109","163",
"08","보건범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","16","16","30","23","24","40","58","36","49","47",
"08","보건범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","12","12","26","20","24","22","22","17","37","41",
"08","보건범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","5338","4890","5114","5044","3597","4595","3513","3056","3019","4251",
"08","보건범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","2204","2433","2553","1520","1397","1573","2902","2888","3781",
"09","환경범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","3113","3247","3588","3136","3176","3802","4378","4066","5088","4329",
"09","환경범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","2320","2003","2334","2080","2414","3028","3383","2658","3228","2649",
"09","환경범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","788","840","656","573","594","735","773","1101","1010",
"09","환경범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","2","1","","","","","2","-","1","1",
"09","환경범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","2","","","","","","2","4","-","2",
"09","환경범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","138","121","104","112","91","131","161","110","223","81",
"09","환경범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","22","20","14","11","14","12","22","8","22","19",
"09","환경범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","1","","2","1","","-","-","-","1",
"09","환경범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","52","26","51","28","30","22","18","17","20","21",
"09","환경범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","20","10","9","15","8","4","8","13","6","6",
"09","환경범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","","","","1","2","1","-","3","-",
"09","환경범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","557","609","662","488","428","423","521","621","826","879",
"09","환경범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","456","414","400","189","180","260","635","759","670",
"10","교통범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","524350","512076","536756","533126","549374","555352","484552","413147","383717","356446",
"10","교통범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","519392","387797","407383","390368","526578","546238","474852","272131","236165","217809",
"10","교통범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","4896","3930","3818","1871","3671","3046","5707","3971","3978",
"10","교통범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","229","265","258","164","139","213","216","175","270","271",
"10","교통범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","1","3","3","","","","1","3","5","9",
"10","교통범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","253","206","213","174","183","357","335","259","238","262",
"10","교통범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","104","68","86","93","58","106","113","103","86","88",
"10","교통범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","29","39","63","45","1","","4","19","15","17",
"10","교통범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","530","981","448","365","275","568","635","582","609","673",
"10","교통범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","49","55","30","42","38","61","73","74","79","77",
"10","교통범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","57","60","67","77","61","105","115","136","150","151",
"10","교통범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","3706","3219","2762","2858","1116","2261","1554","4356","2519","2430",
"10","교통범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","119383","125443","138940","20925","5443","6654","135309","143581","134659",
"11","노동범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","2641","2378","2309","2131","2395","5860","4964","2073","865","613",
"11","노동범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","1653","1321","1286","1077","1443","3091","2939","1019","469","320",
"11","노동범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","846","800","779","838","2570","1787","817","226","160",
"11","노동범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","","1","4","1","","8","15","3","2","1",
"11","노동범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","1","-","-",
"11","노동범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","175","141","205","263","303","739","526","174","46","49",
"11","노동범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","30","44","43","21","42","221","146","96","22","6",
"11","노동범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","3","1","","1","2","-","-","-",
"11","노동범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","10","13","32","9","16","51","31","17","7","-",
"11","노동범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","3","","1","25","5","9","5","2","-","-",
"11","노동범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","3","1","7","4","4","9","11","2","5",
"11","노동범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","770","644","511","452","468","1537","1053","513","147","99",
"11","노동범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","211","223","275","114","199","238","237","170","133",
"12","안보범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","160","126","152","90","174","151","251","187","545","678",
"12","안보범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","106","69","67","50","63","49","59","35","37","44",
"12","안보범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","38","58","14","94","38","163","100","423","556",
"12","안보범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","4","","","1","9","1","1","-","7","11",
"12","안보범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","2",
"12","안보범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","2","5","8","","2","2","4","3","4","25",
"12","안보범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","","","3","","","5","1","-","1","-",
"12","안보범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","1","4",
"12","안보범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","4","","2","","14","3","22","19","119","145",
"12","안보범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","","2","1","2","21","2","-","4","8","33",
"12","안보범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","1","","2","1","","3","1","6","7",
"12","안보범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","44","30","44","9","47","25","132","73","277","329",
"12","안보범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","19","27","26","17","64","29","52","85","78",
"13","선거범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","400","1855","409","2800","1121","1525","787","3280","1180","1545",
"13","선거범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","223","807","212","1062","684","759","575","1282","518","422",
"13","선거범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","618","111","969","336","504","122","988","325","533",
"13","선거범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","2","18","4","15","13","5","6","17","6","25",
"13","선거범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","-","-","-",
"13","선거범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","15","91","11","75","18","45","28","133","59","40",
"13","선거범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","20","13","2","41","11","14","1","36","23","10",
"13","선거범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","","2","","","","","-","1","-","-",
"13","선거범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","2","35","","42","14","28","10","54","17","23",
"13","선거범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","2","12","","44","20","7","9","12","13","6",
"13","선거범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","","","","2","2","-","-","2","2",
"13","선거범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","136","447","94","752","258","403","68","735","205","427",
"13","선거범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","430","86","769","101","262","90","1010","337","590",
"14","병역범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","22752","18359","23200","18523","18241","15659","14574","13254","11809","3164",
"14","병역범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","22225","16593","20898","17253","17626","15204","14195","12105","10965","2764",
"14","병역범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","560","502","454","125","69","66","538","288","114",
"14","병역범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","","1","","","","","-","-","-","-",
"14","병역범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","","","","","","","-","1","1","-",
"14","병역범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","4","1","","1","","","-","-","-","-",
"14","병역범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","3","5","2","2","","3","3","1","1","9",
"14","병역범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","3","1","5","4","4","","-","-","1","-",
"14","병역범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","2","5","","","","1","-","4","2","-",
"14","병역범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","4","","4","1","","","-","-","-","-",
"14","병역범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","","1","","","","","-","-","-","-",
"14","병역범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","511","546","491","446","121","65","63","532","283","105",
"14","병역범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","1206","1800","816","490","386","313","611","556","286",
"15","기타범죄","BB1","계","BB1[14STD04548]","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"15","기타범죄","BB3","단독범","BB1[14STD04548]","범죄자[명]","명","165514","113978","118805","128297","168984","229429","201260","134271","139425","134676",
"15","기타범죄","BB2","공범관계","BB1[14STD04548]","범죄자[명]","명","","51034","47986","50892","43291","53122","43779","41216","40323","33676",
"15","기타범죄","BB201","학교동창","BB1[14STD04548]","범죄자[명]","명","1210","1260","1343","927","834","989","816","933","924","791",
"15","기타범죄","BB202","교도소.소년원동료","BB1[14STD04548]","범죄자[명]","명","15","29","20","22","24","28","38","37","22","27",
"15","기타범죄","BB203","직장동료","BB1[14STD04548]","범죄자[명]","명","7783","6162","7105","7815","6327","7419","6979","5859","6199","4966",
"15","기타범죄","BB204","친인척","BB1[14STD04548]","범죄자[명]","명","2178","2235","2378","2443","2309","2399","2440","2119","2186","1944",
"15","기타범죄","BB205","군동료","BB1[14STD04548]","범죄자[명]","명","42","55","51","45","45","22","25","21","18","39",
"15","기타범죄","BB206","동네친구","BB1[14STD04548]","범죄자[명]","명","3496","3502","3148","3029","2692","3149","2807","2446","2454","2480",
"15","기타범죄","BB207","고향친구","BB1[14STD04548]","범죄자[명]","명","585","597","611","600","578","759","641","507","563","463",
"15","기타범죄","BB208","애인","BB1[14STD04548]","범죄자[명]","명","385","370","414","506","424","566","494","511","545","482",
"15","기타범죄","BB209","기타","BB1[14STD04548]","범죄자[명]","명","43573","36824","32916","35505","30058","37791","29539","28783","27412","22484",
"15","기타범죄","BB4","미상","BB1[14STD04548]","범죄자[명]","명","","43420","46733","51665","29472","28319","27791","71536","76252","76187",
